autor_id,ime,prezime,godina_rodjenja,drzava
9146,Natalija,Lomovskaja,1986,Rusija
9147,Diana,Trubeckaja,1963,Rusija
9148,Ezid,Gehinskij,1951,Ujedinjeno Kraljevstvo
9149,arhimandrit Makarij,(Veretennikov),1973,Rusija
9150,Anton,Oktjabrskij,1961,Nemačka
9151,Mihail i Zoja,Kolmogorovi,1951,Rusija
9152,Kristofer,Mur,1971,Rusija
9153,Valter,Longo,1967,Italija
9154,Endrju,Džennings,1943,Ujedinjeno Kraljevstvo
9155,Jakov,Polonskij,1819,Ruska Imperija
9156,Ruslan,Gorodničev,1941,Rusija
9157,Vjačeslav,Šljahtov,1984,Ujedinjeno Kraljevstvo
9158,Evgenija,Černogorova,1964,Rusija
9159,Masaru,Ibuka,1908,Japan
9160,Damaskin,Lesnikov,1952,Rusija
9161,Pavel,Sivoželezov,1965,Rusija
9162,Džon,Olsson,1942,Švedska
9163,Nadežda,Ponomarenko,1970,Italija
9164,Stefan,Klark,1994,Sjedinjene Američke Države
9165,Vladislav,Volnov,1961,Rusija
9166,Olga,Zvezdinskaja,1985,Sjedinjene Američke Države
9167,Aleksandr,Staršinov,1975,Srbija
9168,Mihail,Vajskopf,1988,Rusija
9169,Ekaterina,Olenskaja,1977,Sjedinjene Američke Države
9170,Aleksandr,Mitrofanov,1957,Češka
9171,Vladimir,Asanov,1988,Francuska
9172,Oleg,Govda,1957,Rusija
9173,Andrej,Marčukov,1986,Rusija
9174,Teodor,Švarc,1777,Nemačka
9175,Pavel,Danilenko,1979,Ujedinjeno Kraljevstvo
9176,Aleksej,Nečitajlo,1967,Sjedinjene Američke Države
9177,Aleksandr,Šubin,1969,Sjedinjene Američke Države
9178,Ouen,Dempsi,1967,Sjedinjene Američke Države
9179,Tatjana,Slavina,1934,Rusija
9180,Ekaterina,Beleckaja,1981,Italija
9181,Elena,Miščenko,1940,Rusija
9182,Aleksandr,Štejnberg,1962,Nemačka
9183,Elena,Svetlaja,1973,Nemačka
9184,Oleg,Radzinskij,1985,Sjedinjene Američke Države
9185,Skott,Karni,1978,Sjedinjene Američke Države
9186,Kevin,Bennet,1970,Ujedinjeno Kraljevstvo
9187,Džoš,Kaufman,1950,Ujedinjeno Kraljevstvo
9188,Džejson,Mott,1982,Sjedinjene Američke Države
9189,Margarita,Minina,1976,Sjedinjene Američke Države
9190,Aleksandra,Bahmeteva,1823,Ruska Imperija
9191,Marina,Komendant,1946,Poljska
9192,Igor,Muravljov,1955,Sjedinjene Američke Države
9193,Džo,Hill,1972,Sjedinjene Američke Države
9194,Majkl,Ljuis,1960,Sjedinjene Američke Države
9195,Džon,Varli,1947,Sjedinjene Američke Države
9196,Edvin,Tabb,1980,Rusija
9197,Devid Dž.,Šou,1971,Rusija
9198,Kodi,Gudfellou,1975,Francuska
9199,Piter,Tremejn,1971,Poljska
9200,Džejms L.,Dikki,1923,Sjedinjene Američke Države
9201,Bev,Vinsent,1993,Ujedinjeno Kraljevstvo
9202,Tom,Bissell,1974,Sjedinjene Američke Države
9203,arhimandrit Savva,(Mažuko),1975,Rusija
9204,Darja,Kulakova,1979,Japan
9205,Brajan,Moran,1965,Sjedinjene Američke Države
9206,Majkl,Lennington,1958,Rusija
9207,Oleg,Mazurin,1967,Rusija
9208,Kerol,Klajn,1961,Sjedinjene Američke Države
9209,Marti,Bekker,1952,Sjedinjene Američke Države
9210,Viktor,Romanov,1937,Rusija
9211,Jurij,Vlasov,1935,Rusija
9212,Nadežda,Bortnikova,1987,Nemačka
9213,Jogann,Mjuller,1980,Rusija
9214,Andrej,Savelev,1962,Rusija
9215,Igor,Bogdanovič,1965,Rusija
9216,Čarlz,Sajdi,1950,Rusija
9217,Patrik,Jang,1938,Rusija
9218,Evgenija,Rešetova,1962,Rusija
9219,Džeff,Vandermeer,1968,Sjedinjene Američke Države
9220,Uiljam,Berrouz,1915,Ujedinjeno Kraljevstvo
9221,Eduard,Asadov,1923,Rusija
9222,Majkl,Uilson,1958,Rusija
9223,Lev,Rubinštejn,1957,Sjedinjene Američke Države
9224,Rjunoske,Akutagava,1892,Japan
9225,Bogdan,Dorošin,1960,Sjedinjene Američke Države
9226,Julian,Semenov,1947,Italija
9227,Gennadij,Rostovskij,1987,Rusija
9228,Valerij,Belov,1967,Rusija
9229,Vladimir,Musatov,1970,Rusija
9230,Vladimir,Čeremisin,1985,Rusija
9231,Viktorija,Burceva,1975,Kanada
9232,Denis,Korotaev,1977,Ujedinjeno Kraljevstvo
9233,Dina,Nemirovskaja,1983,Sjedinjene Američke Države
9234,Ilja,Kulev,1962,Sjedinjene Američke Države
9235,Petr,Koritko,1987,Rusija
9236,Anatolij,Bolgov,1958,Sjedinjene Američke Države
9237,Svami,Daši,1973,Sjedinjene Američke Države
9238,Elena,Popova,1976,Ujedinjeno Kraljevstvo
9239,Katja,Ivanova,1959,Bugarska
9240,Ann fon,Luger,1931,Sjedinjene Američke Države
9241,Džejms,Klemens,1750,Rusija
9242,Aleksej,Dorofeev,1972,Rusija
9243,Gennadij,Veretelnikov,1986,Rusija
9244,Iljas,Najmanov,1963,Srbija
9245,Roman,Bejnarovič,1970,Rusija
9246,Vitalij,Savcov,1985,Rusija
9247,Dmitrij,Rževskij,1817,Ruska Imperija
9248,Vladislav,Konjuševskij,1972,Rusija
9249,Igor,Šumejko,1966,Rusija
9250,Naomi,Novik,1973,Sjedinjene Američke Države
9251,Stefani,Stellar,1993,Ujedinjeno Kraljevstvo
9252,Bella,Torn,1997,Sjedinjene Američke Države
9253,Jurij,Ternovskij,1963,Rusija
9254,Natalja,Ivannikova,1956,Ujedinjeno Kraljevstvo
9255,Lina,Danem,1986,Sjedinjene Američke Države
9256,Vladimir,Vladmeli,1987,Italija
9257,Ivan,Kandaurov,1926,Rusija
9258,Ivan,Dergausov,1990,Rusija
9259,Sergej,Stepočkin,1974,Rusija
9260,Erik,Bern,1910,Kanada
9261,Eduard,Ajlamazjan,1967,Ujedinjeno Kraljevstvo
9262,Marina,Zajnulina,1987,Sjedinjene Američke Države
9263,Marina,Tarasova,1960,Francuska
9264,Irina,Rjabceva,1964,Japan
9265,Galina,Palinka,1980,Rusija
9266,Boris,Novikov,1925,Rusija
9267,Viktor,Elmanov,1973,Francuska
9268,Gennadij,Bistrov,1972,Srbija
9269,Ali,Aliev,1937,Rusija
9270,Astrid,Lindgren,1907,Švedska
9271,Sergej,Čurilov,1981,Srbija
9272,Elena,Itigilova,1951,Francuska
9273,Margerit,Jursenar,1903,Sjedinjene Američke Države
9274,Mihail,Šolohov,1905,Savez Sovjetskih Socijalističkih Republika
9275,Grigorij,Dvorkin,1973,Sjedinjene Američke Države
9276,G.,Ivleva,1971,Rusija
9277,Ekaterina,Konstantinova,1995,Rusija
9278,Vasilij,Ogarkov,1977,Rusija
9279,Andrej,Mendjukov,1977,Srbija
9280,Moisej,Rubinštejn,1896,Rusija
9281,Uiljam,Bletti,1928,Sjedinjene Američke Države
9282,Deniel,Amen,1954,Sjedinjene Američke Države
9283,Mark,Hajman,1959,Sjedinjene Američke Države
9284,Rik,Uorren,1954,Sjedinjene Američke Države
9285,Lena,Loren,1995,Poljska
9286,Julija,Trjaščenko,1994,Nemačka
9287,Kamilla,Grebe,1968,Švedska
9288,Elis,Peterson,1970,Sjedinjene Američke Države
9289,Viktor,Astanin,1955,Rusija
9290,Aleksej,Vahovskij,1966,Rusija
9291,Rob,Buje,1970,Srbija
9292,Anna,Daševskaja,1933,Sjedinjene Američke Države
9293,Kristoffer,Karlsson,1976,Sjedinjene Američke Države
9294,Andrej,Končalovskij,1937,Sjedinjene Američke Države
9295,Brjus,Li,1940,Sjedinjene Američke Države
9296,Elena,Saveleva,1965,Rusija
9297,Evgenij,Rozner,1988,Japan
9298,Džon,Libert,1936,Italija
9299,Igor,Fesunenko,1968,Francuska
9300,Dmitrij,Šepelev,1983,Belorusija
9301,Oleg,Kamencev,1968,Rusija
9302,Dmitrij,Hara,1995,Poljska
9303,Valentina,Hara,1989,Rusija
9304,Konstantin,Markov,1945,Bugarska
9305,Oksana,Nikolaeva,1987,Rusija
9306,Jurij,Tereščenko,1955,Rusija
9307,Aleksandr,Dimitriev,1952,Ujedinjeno Kraljevstvo
9308,Emili,Vapnik,1977,Sjedinjene Američke Države
9309,Ivan,Nefedev,1988,Rusija
9310,Miroslava,Bronnikova,1976,Rusija
9311,Entoni,Bjordžess,1917,Ujedinjeno Kraljevstvo
9312,Aleksandra,Pervuhina,1963,Srbija
9313,Dugi,Brimson,1959,Ujedinjeno Kraljevstvo
9314,Den,Stratcel,1970,Rusija
9315,Zahar,Zaharin,1948,Francuska
9316,Aleksandr,Pletnjov,1889,Savez Sovjetskih Socijalističkih Republika
9317,Vera,Budanova,1962,Rusija
9318,Irina,Ermolova,1969,Rusija
9319,Anna,Čulanova,1978,Rusija
9320,Tatjana,Ljubarskaja,1965,Sjedinjene Američke Države
9321,Vladimir,Rodkin,1971,Rusija
9322,Džon,Streleki,1969,Sjedinjene Američke Države
9323,Olesja,Perežogina,1952,Rusija
9324,Arkadij,Kuramšin,1984,Sjedinjene Američke Države
9325,Tatjana,Pravdina,1985,Sjedinjene Američke Države
9326,Igor,Ljadov,1993,Ujedinjeno Kraljevstvo
9327,Semen,Kurilov,1958,Rusija
9328,Irina,Ševcova,1986,Belorusija
9329,Ričard,Njudžent,1968,Sjedinjene Američke Države
9330,Olga,Sljozkina,1972,Rusija
9331,Anna,Ščagina,1984,Rusija
9332,Elena,Fesenko,1982,Ujedinjeno Kraljevstvo
9333,Jurij,Fesenko,1946,Ukrajina
9334,Mihail,Lohov,1963,Ujedinjeno Kraljevstvo
9335,Emerson,Eggerih,1965,Ujedinjeno Kraljevstvo
9336,Nikolaj,Kalanov,1974,Francuska
9337,Ljudmila,Zbitnevskaja,1966,Sjedinjene Američke Države
9338,Oleg,Janenagorskij,1987,Rusija
9339,Markus,Kac,1969,Ujedinjeno Kraljevstvo
9340,Tali,Gudvin,1973,Rusija
9341,Dmitrij,Mironov,1985,Sjedinjene Američke Države
9342,Ila,Opalova,1972,Rusija
9343,Meri Margaret,Kej,1908,Ujedinjeno Kraljevstvo
9344,Elena,Bojko,1984,Sjedinjene Američke Države
9345,Svetlana,Irevlina,1933,Rusija
9346,B.,Repnikov,1966,Ujedinjeno Kraljevstvo
9347,Guvvat,Nizzameddini,1946,Sjedinjene Američke Države
9348,Evgenija,Pasternak,1972,Belorusija
9349,Rodžer,Fišer,1943,Rusija
9350,Daniel,Šapiro,1958,Italija
9351,Strelkova,Elizaveta,1980,Ujedinjeno Kraljevstvo
9352,Jana,Terenteva,1994,Rusija
9353,Irina,Uspenskaja,1979,Rusija
9354,Zoja,Sidorenko,1986,Rusija
9355,Ljudmila,Sennik,1983,Francuska
9356,Aleksej,Arbuzov,1792,Rusija
9357,Marija,Korelli,1855,Ujedinjeno Kraljevstvo Velike Britanije i Irske
9358,Kara,Linn,1988,Italija
9359,Anna,Levadnaja,1971,Rusija
9360,Mihail,Larjunin,1951,Srbija
9361,Anastasija,Sagran,1990,Rusija
9362,Ilja,Stogov,1970,Rusija
9363,Ekaterina,Uvarova,1980,Sjedinjene Američke Države
9364,Evgenij,Jakimov,1976,Nemačka
9365,Avgustin,Kalme,1764,Rusija
9366,Roman,Akentev,1980,Italija
9367,Margo,Šum,1967,Rusija
9368,Elena,Stepanjan,1961,Nemačka
9369,arhimandrit Rafail,Karelin,1957,Sjedinjene Američke Države
9370,Junis,Tejmurhanli,1961,Italija
9371,Marina,Demidova,1966,Francuska
9372,Larisa,Mikulovič,1966,Rusija
9373,Valerij,Seregin,1975,Rusija
9374,Agapij,Tihonov,1961,Ujedinjeno Kraljevstvo
9375,Adrian,Šulte,1968,Srbija
9376,Ahmed,Fahri,1943,Francuska
9377,Maša,Koroleva,1986,Srbija
9378,Žan,Leklerk,1918,Nemačka
9379,Aleksej,Vjazovskij,1978,Rusija
9380,Arina,Vardi,1958,Srbija
9381,Sergej,Pankov,1992,Italija
9382,Ivan,Rasstegaev,1965,Rusija
9383,Jurij,Bajkov,1994,Ujedinjeno Kraljevstvo
9384,Lea,Rejn,1987,Sjedinjene Američke Države
9385,Evgenij,Hata,1986,Srbija
9386,Nikolaj,Ljustiger,1985,Nemačka
9387,Džeremi,Lazarus,1958,Rusija
9388,Olga,Junjazova,1985,Sjedinjene Američke Države
9389,Elena,Isajčeva,1980,Rusija
9390,Ljubov,Cvetkova,1981,Ujedinjeno Kraljevstvo
9391,Andrej,Cvetkov,1956,Sjedinjene Američke Države
9392,Voldemar,Baljazin,1957,Rusija
9393,Arefa,Kesarijskij,1973,Vizantijsko carstvo
9394,Vjačeslav,Vasilev,1981,Rusija
9395,Elena,Slavnaja,1994,Rusija
9396,Čarlz,Ford,1970,Nemačka
9397,Elena,Gutnikova,1976,Francuska
9398,Nikolaj,Vorošilov,1970,Japan
9399,Sergej,Koževnikov,1987,Rusija
9400,Antonina,Gluško,1956,Rusija
9401,Anna,Kazanceva,1967,Poljska
9402,Dmitrij,Pravdin,1984,Poljska
9403,Karl,Marks,1818,Kraljevina Pruska
9404,Mariza,Bennett,1968,Rusija
9405,Tomas,Hardi,1840,Ujedinjeno Kraljevstvo
9406,Ekaterina,Smolina,1971,Francuska
9407,Žan-Mišel,Genassija,1950,Francuska
9408,Džonatan,Franklin,1964,Sjedinjene Američke Države
9409,Lori,Minc,1978,Rusija
9410,Kae de,Kliari,1967,Ujedinjeno Kraljevstvo
9411,Sergej,Gippius,1924,Savez Sovjetskih Socijalističkih Republika
9412,Sergej,Šiškov,1962,Srbija
9413,Luidži,Pirandello,1867,Kraljevina Italija
9414,Vera,Skljarova,1973,Sjedinjene Američke Države
9415,Ričard,Smitten,1976,Rusija
9416,Marina,Efimova,1990,Rusija
9417,Rita,Mejz,1992,Rusija
9418,Vera,Polozkova,1986,Rusija
9419,Aleksej,Rakitin,1988,Rusija
9420,Viktorija,Borisjuk,1930,Nemačka
9421,Olga,Kopilova,1965,Rusija
9422,graf,Komostro,1849,Sjedinjene Američke Države
9423,Andronik,Romanov,1983,Rusija
9424,Vjačeslav,Harčenko,1984,Francuska
9425,Dmitrij,Birman,1989,Rusija
9426,Oleg,Ždanov,1966,Ukrajina
9427,Andrej,Ilenkov,1983,Rusija
9428,Nikolaj,Kuznecov,1927,Sjedinjene Američke Države
9429,Elena,Rudakova,1994,Sjedinjene Američke Države
9430,Anna,Spasskaja,1957,Rusija
9431,Andrej,Kedrin,1970,Rusija
9432,Anna,Nikolskaja,1974,Sjedinjene Američke Države
9433,Andrej,Bogačuk,1981,Rusija
9434,Rina,Gippius,1984,Rusija
9435,Gulnara,Lomakina,1966,Rusija
9436,Marija,Eril,1991,Rusija
9437,Anastasija,Voločkova,1976,Rusija
9438,Fiona,Ferris,1989,Rusija
9439,Sofja,Makeeva,1973,Sjedinjene Američke Države
9440,Elena,Voron,1979,Rusija
9441,E.,Krjučkova,1995,Francuska
9442,Roman,Artemev,1970,Rusija
9443,Igor,Sergienko,1971,Rusija
9444,Leonid,Naumov,1944,Francuska
9445,Lizi,Harrison,1970,Kanada
9446,Olga,KA,1987,Kanada
9447,Grem,Simsion,1985,Kanada
9448,Dmitrij,Šarij,1966,Ujedinjeno Kraljevstvo
9449,Valerij,Podzolkov,1989,Sjedinjene Američke Države
9450,Denni,Gregori,1983,Rusija
9451,Robert,Hajlbroner,1919,Sjedinjene Američke Države
9452,Viktor,Popov,1995,Rusija
9453,Geri Džon,Bišop,1990,Poljska
9454,Tatjana,Kirillova,1985,Rusija
9455,Aleksandr,Domanin,1971,Ujedinjeno Kraljevstvo
9456,Aleksandr,Malenkov,1965,Ujedinjeno Kraljevstvo
9457,Aleksandr,Šipunov,1969,Rusija
9458,Aleksandr,Validuda,1964,Rusija
9459,Marina,Ozerova,1974,Sjedinjene Američke Države
9460,Karl,Štajner,1963,Kanada
9461,Igor,Rizov,1980,Rusija
9462,Vladimir,Čugunov,1954,Rusija
9463,Aleksej,Munipov,1982,Rusija
9464,Vladimir,Fomin,1953,Italija
9465,Ramil,Menjašev,1968,Poljska
9466,Karina,Nigaj,1971,Rusija
9467,Brendan,Denin,1993,Nemačka
9468,Leonid,Milov,1994,Rusija
9469,Erik,Najt,1897,Sjedinjene Američke Države
9470,Dina,Novotorova,1958,Rusija
9471,Irina,Šabina,1985,Rusija
9472,E.,Mihalev,1988,Nemačka
9473,Valerija,Kosjakova,1987,Rusija
9474,Aleksandr,Molčanov,1974,Poljska
9475,Marija,Galkina,1971,Nemačka
9476,E.,Stivens,1953,Rusija
9477,Elims,Jam,1992,Rusija
9478,Ljudmila,Levina,1956,Kanada
9479,Astrid,Šolte,1977,Kanada
9480,Vjačeslav,Glazičev,1974,Nemačka
9481,Viktorija,Koljagina,1970,Rusija
9482,Mihail,Vostrišev,1982,Ujedinjeno Kraljevstvo
9483,Ekaterina,Inozemceva,1935,Rusija
9484,Olga,Melnikova,1978,Italija
9485,S.,Bačilo,1963,Rusija
9486,N.,Poimceva,1958,Nemačka
9487,Elena,Ljapota,1981,Rusija
9488,Irina,Kaljužnova,1983,Sjedinjene Američke Države
9489,Marija,Anufrieva,1963,Ujedinjeno Kraljevstvo
9490,Alisa,Čudakova,1967,Sjedinjene Američke Države
9491,Nadežda,Mandelštam,1899,Savez Sovjetskih Socijalističkih Republika
9492,Lejla,Slimani,1981,Francuska
9493,Maksim,Sirbu,1976,Japan
9494,Karl fon,Klauzevic,1780,Kraljevina Pruska
9495,Elena,Mihalkevič,1953,Sjedinjene Američke Države
9496,Lita,Marson,1970,Sjedinjene Američke Države
9497,Nadežda,Igamova,1955,Rusija
9498,Ljudmila,Petruševskaja,1938,Rusija
9499,Valentina,Spirina,1934,Rusija
9500,Džejms,Džojs,1882,Republika Irska
9501,Majkl,Murkok,1939,Ujedinjeno Kraljevstvo
9502,Majkl,Suenvik,1950,Sjedinjene Američke Države
9503,Lorens,Blok,1957,Italija
9504,Džonatan,Kerroll,1949,Sjedinjene Američke Države
9505,Elizabet,Hend,1957,Sjedinjene Američke Države
9506,Džin,Vulf,1931,Sjedinjene Američke Države
9507,Ričard,Adams,1960,Rusija
9508,Džojs,Outs,1938,Sjedinjene Američke Države
9509,Uolter,Mosli,1952,Sjedinjene Američke Države
9510,Roddi,Dojl,1958,Republika Irska
9511,Stjuart,O’Nen,1961,Srbija
9512,Džo,Lensdejl,1979,Rusija
9513,Kerolin,Pakherst,1972,Nemačka
9514,Ket,Hovard,1987,Rusija
9515,Kurt,Andersen,1987,Rusija
9516,Aleksandr,Ertel,1855,Ruska Imperija
9517,Grigorij,Služitel,1983,Sjedinjene Američke Države
9518,Svetlana,Žornik,1947,Rusija
9519,Gaj,Dojčer,1969,Izrael
9520,Oleg,Jangulov,1940,Sjedinjene Američke Države
9521,Jakov,Butovič,1986,Italija
9522,Aleksandr,Klimaj,1995,Ujedinjeno Kraljevstvo
9523,Tatjana,Dzuceva,1981,Rusija
9524,Ljudmila,Obrazcova,1955,Rusija
9525,Kira,Sladkova,1988,Sjedinjene Američke Države
9526,Mejster,Ekhart,1935,Ujedinjeno Kraljevstvo
9527,Žora,Mora,1956,Sjedinjene Američke Države
9528,Nataša,Tejt,1967,Rusija
9529,Ričard,Borzov,1989,Rusija
9530,Kaleb,Krisp,1991,Rusija
9531,Andrej,Domanovskij,1979,Rusija
9532,Džonatan,Litem,1979,Sjedinjene Američke Države
9533,Emma,Bjorstoll,1960,Ujedinjeno Kraljevstvo
9534,L. A.,Baz,1966,Italija
9535,Julija,Šlepanova,1966,Rusija
9536,Igor,Vinničenko,1931,Rusija
9537,Vladimir,Skvorcov,1957,Nemačka
9538,Maffeo,Puanso,1986,Italija
9539,Zoja,Golovačeva,1977,Rusija
9540,Julija,Arharova,1958,Sjedinjene Američke Države
9541,Antonina,Delvig,1974,Rusija
9542,Vladimir,Kolomiec,1967,Sjedinjene Američke Države
9543,Tanja,Berr,1989,Ujedinjeno Kraljevstvo
9544,Ljudmila,Golubovskaja,1982,Rusija
9545,Andrej,Nebov,1981,Italija
9546,Nikolaj,Luzan,1968,Rusija
9547,Svetozar,Hobbot,1984,Rusija
9548,Pol,Ekman,1934,Sjedinjene Američke Države
9549,Denis,Solovev,1969,Rusija
9550,Ignas,Gelb,1907,Sjedinjene Američke Države
9551,Kristina,Klajn,1975,Sjedinjene Američke Države
9552,Berli,Doerti,1965,Sjedinjene Američke Države
9553,Katerina,Romanovskaja,1959,Rusija
9554,Nadežda,Prusova,1956,Francuska
9555,Tatjana,Nožkina,1968,Francuska
9556,Sirena,Red,1979,Rusija
9557,Aleksandr,Melihov,1883,Ruska Imperija
9558,Boris,Almazov,1827,Ruska Imperija
9559,Artem,Gumennij,1974,Ujedinjeno Kraljevstvo
9560,Stanislav,Govoruhin,1936,Rusija
9561,Zoi,Griffin,1979,Poljska
9562,Natalja,Haritonova,1988,Francuska
9563,Olga,Rusakovskaja,1976,Rusija
9564,Farit,Safuanov,1963,Sjedinjene Američke Države
9565,Natalja,Ščerbatjuk,1937,Sjedinjene Američke Države
9566,Knut,Gamsun,1859,Norveška
9567,Džejms,Uells,1941,Kanada
9568,Dmitrij,Nelin,1988,Sjedinjene Američke Države
9569,Marija,Kanovskaja,1955,Rusija
9570,Andrej,Nikitin,1974,Rusija
9571,Kris,Riddell,1970,Rusija
9572,Katerina,Loginova,1991,Italija
9573,Liz,Tajner,1984,Rusija
9574,Boris,Florja,1937,Rusija
9575,Elčin,Safarli,1984,Azerbejdžan
9576,Enni,Berrouz,1962,Sjedinjene Američke Države
9577,Meri,Šaffer,1983,Francuska
9578,cvjatitel Tihon,Zadonskij,1951,Sjedinjene Američke Države
9579,Kimberli,Bell,1970,Rusija
9580,Ali,Demirli,1995,Rusija
9581,Irina,Grin,1965,Rusija
9582,Ričard,Denson,1968,Rusija
9583,Lars,Kepler,1954,Ujedinjeno Kraljevstvo
9584,Darja,Raj,1993,Sjedinjene Američke Države
9585,Aleksej,Lumpov,1977,Sjedinjene Američke Države
9586,Andrej,Lumpov,1984,Sjedinjene Američke Države
9587,Alla,Krasko,1949,Rusija
9588,Lana,Briz,1961,Sjedinjene Američke Države
9589,Tatjana,Sjorl,1960,Poljska
9590,Erika,Johansen,1987,Poljska
9591,Sergej,Sakanskij,1984,Ujedinjeno Kraljevstvo
9592,Džon,Gottman,1942,Sjedinjene Američke Države
9593,Džoan,Dekler,1958,Sjedinjene Američke Države
9594,Olga,Terenteva,1988,Ujedinjeno Kraljevstvo
9595,Lidija,Gudkova,1972,Francuska
9596,V.,Zajcev,1968,Rusija
9597,Olga,Skonečnaja,1976,Nemačka
9598,L.,Ebigejl,1933,Ujedinjeno Kraljevstvo
9599,Alek,Epštejn,1975,Izrael
9600,Stanislav,Kožeurov,1969,Sjedinjene Američke Države
9601,Vjačeslav,Stavickij,1973,Rusija
9602,Svetlana,Filatova,1956,Sjedinjene Američke Države
9603,Sindi,Gallop,1930,Ujedinjeno Kraljevstvo
9604,Nina,Osovickaja,1977,Ujedinjeno Kraljevstvo
9605,Dmitrij,Beljakov,1951,Rusija
9606,Gjustav,Flober,1821,Francuska
9607,Mirna,Makkenzi,1982,Sjedinjene Američke Države
9608,Olga,Fem,1984,Rusija
9609,Čad-Men,Tan,1971,Rusija
9610,George Du,Maurier,1982,Rusija
9611,Asja,Kazanceva,1986,Rusija
9612,Aleksej,Gatin,1969,Italija
9613,Natalіja,Lavlєnceva,1971,Francuska
9614,Anastasija,Uglik,1969,Ujedinjeno Kraljevstvo
9615,Brjuno,Žarosson,1987,Francuska
9616,Natalja,Pinčuk,1944,Rusija
9617,Julija,Frolova,1988,Francuska
9618,Morena,Morana,1962,Rusija
9619,Dorin,Tovi,1918,Ujedinjeno Kraljevstvo Velike Britanije i Irske
9620,Julija,Amelkina,1980,Sjedinjene Američke Države
9621,Kolm,Tojbin,1955,Republika Irska
9622,Ivan,Golubev,1875,Savez Sovjetskih Socijalističkih Republika
9623,Džek,Uelč,1935,Sjedinjene Američke Države
9624,Sjuzi,Uelč,1959,Rusija
9625,Emi,Mun,1979,Sjedinjene Američke Države
9626,Kirill,Reznikov,1980,Ujedinjeno Kraljevstvo
9627,Mihail,Ribakov,1966,Sjedinjene Američke Države
9628,Nejll,Džoj,1994,Italija
9629,Ekaterina,Poljanskaja,1967,Rusija
9630,Geomar,Kulikov,1981,Rusija
9631,Aleksej,Kuksin,1977,Rusija
9632,Fransis,Malka,1978,Sjedinjene Američke Države
9633,Timur,Aslanov,1962,Srbija
9634,Mišel,Hodkin,1989,Ujedinjeno Kraljevstvo
9635,Andrej,Jakimovskij,1984,Rusija
9636,Vera,Gračeva,1967,Sjedinjene Američke Države
9637,Svetlana,Križanovskaja,1967,Sjedinjene Američke Države
9638,Sergej,Ratner,1956,Ujedinjeno Kraljevstvo
9639,Dara,Arde,1969,Ujedinjeno Kraljevstvo
9640,Maksim,Gorjačev,1973,Rusija
9641,Vasilij,Gorjačev,1963,Sjedinjene Američke Države
9642,Mihail,Derivedmid,1984,Rusija
9643,Nina,Pusenkova,1981,Sjedinjene Američke Države
9644,Evgenij,Kozionov,1953,Rusija
9645,Majkl,Moric,1965,Nemačka
9646,Aleks,Fergjuson,1941,Ujedinjeno Kraljevstvo
9647,Leonid,Kondratev,1940,Savez Sovjetskih Socijalističkih Republika
9648,Nikita,Melkin,1992,Rusija
9649,Klim,Gorjaev,1993,Rusija
9650,Leonid,Karpov,1982,Rusija
9651,Konstantin,Sorokin,1908,Savez Sovjetskih Socijalističkih Republika
9652,Sofja,Kovaleva,1966,Poljska
9653,Vladislav,Ponamorenko,1966,Italija
9654,Irina,Kajukova,1990,Rusija
9655,Evgenij,Staruhin,1968,Ujedinjeno Kraljevstvo
9656,Šaron,Moalem,1950,Rusija
9657,Per,Bomarše,1732,Francuska
9658,Nail,Akčurin,1965,Rusija
9659,Alina,Kamaleeva,1987,Sjedinjene Američke Države
9660,Marija,Krjuger,1904,Poljska
9661,Galina,Eršova,1950,Rusija
9662,Ina,Goldin,1977,Ujedinjeno Kraljevstvo
9663,Vladimir,Rogač,1970,Rusija
9664,Aleksandra,Rodset,1973,Sjedinjene Američke Države
9665,Arina,Troj,1988,Rusija
9666,Natalja,Korsakova,1791,Italija
9667,Aleksandra,Gutnik,1929,Rusija
9668,Anton,Karelin,1979,Rusija
9669,Naš,Pol,1937,Ujedinjeno Kraljevstvo
9670,Aleksandr,Levitas,1967,Rusija
9671,Brendan,Kili,1981,Rusija
9672,Savako,Arijosi,1931,Japan
9673,Aleks,Grant,1989,Kanada
9674,Marina,Žilcova,1995,Rusija
9675,Vladimir,Kolčin,1962,Rusija
9676,E.,Čirovici,1984,Rusija
9677,Vladislav,Kartavcev,1988,Rusija
9678,Aleksej,Politiko,1984,Rusija
9679,Veronika,Irina-Kogan,1958,Rusija
9680,Jankelika,Suškova-Irina,1955,Rusija
9681,Oleg,Kulagin,1968,Italija
9682,Ekaterina,Kostina,1970,Rusija
9683,Aleks,Mej,1978,Rusija
9684,Dmitrij,Belostockij,1989,Rusija
9685,Dmitrij,Grinberg,1958,Sjedinjene Američke Države
9686,Aleksandr,Levitov,1835,Ruska Imperija
9687,Grigorij,Žadko,1994,Nemačka
9688,Astrid,Holleder,1980,Italija
9689,Vensan,Bokeo,1991,Rusija
9690,Piter,Grin,1924,Sjedinjene Američke Države
9691,Vjačeslav,Degtjarenko,1967,Srbija
9692,Edit,Gamilton,1939,Rusija
9693,Mihail,Deržavin,1988,Rusija
9694,Leonard,Mlodinov,1954,Sjedinjene Američke Države
9695,Stiven,Hoking,1942,Ujedinjeno Kraljevstvo
9696,Aleksandra,Fomina,1980,Litvanija
9697,Oksana,Odrina,1992,Rusija
9698,Evgenij,Cepenjuk,1965,Rusija
